Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2020-12-01,18980.9774501247,19677.9898439462,19920.5342631125,18171.7505114654
BTC,2020-12-02,19184.8978477411,18796.748641923,19357.1645864629,18360.2317184814
BTC,2020-12-03,19464.5317045601,19220.5901486291,19607.8553439685,18899.4886854844
BTC,2020-12-04,18813.1247602864,19441.558803722,19539.8623502689,18717.1249252498
BTC,2020-12-05,19045.0202725986,18668.1585497632,19200.7919144938,18518.8514200355
BTC,2020-12-06,19113.9333950879,19162.264456097,19347.6249102199,18927.2995560835
BTC,2020-12-07,19107.5997953098,19373.4452349264,19433.0974949195,18931.5712971542
BTC,2020-12-08,18682.4578332067,19177.9261726507,19299.047083554,18630.7424805256
BTC,2020-12-09,18543.0070492215,18320.2331279773,18618.9601329047,17640.5620740623
BTC,2020-12-10,18359.4766003421,18557.4529087425,18565.2161669202,17904.0689862574
BTC,2020-12-11,18137.3193746116,18255.7737538125,18293.5527323749,17593.1720985212
BTC,2020-12-12,18882.2601710641,18040.1706203685,18956.3444440705,18029.1431656364
BTC,2020-12-13,19060.2769012786,18822.5099387013,19408.6746531608,18726.8470852308
BTC,2020-12-14,19251.2240047093,19161.1384661758,19323.1653148993,19015.6859696958
BTC,2020-12-15,19443.4763528278,19264.6703009515,19552.3719782745,19053.3424717506
BTC,2020-12-16,21310.6562622307,19433.1413677812,21447.5238524765,19293.2989610969
BTC,2020-12-17,22895.9762375501,21351.2548089696,23770.8465691182,21248.365334993
BTC,2020-12-18,23008.7762567449,22819.558895542,23261.2528803313,22357.6076472517
BTC,2020-12-19,23890.8226488694,23126.6067653983,24122.6732679864,22781.8767814725
BTC,2020-12-20,23537.3698908908,23829.2848041264,24273.0415046035,23085.9547695747
BTC,2020-12-21,23177.2709979948,23476.0874997189,24081.0530944132,21960.1913477373
BTC,2020-12-22,23433.9807581397,22729.6592907496,23629.4044602146,22384.1278462375
BTC,2020-12-23,23224.4541378534,23791.5652944679,24086.9506606215,22644.5610583725
BTC,2020-12-24,23623.8855332302,23228.9090871597,23737.7571494804,22716.1741673963
BTC,2020-12-25,24581.0061712681,23726.1909988895,24627.297913983,23422.3103250376
BTC,2020-12-26,26381.2962329223,24708.2067842365,26750.8799540068,24497.4108688388
BTC,2020-12-27,26389.2902649448,26447.7080723867,28352.6278235304,25759.0686089471
BTC,2020-12-28,26718.0294634041,26226.0661304597,27447.5513835111,26046.6255781142
BTC,2020-12-29,26975.7295645207,27038.7356756303,27169.2255580213,25875.0497857974
BTC,2020-12-30,28768.8362075267,27349.3272325944,28928.2143914654,27349.2832043642
BTC,2020-12-31,29111.5215671239,28872.8297746092,29280.0453282743,27916.6250585376
BTC,2021-01-01,29333.6051206224,28935.8109810492,29601.5948984761,28753.412313829
BTC,2021-01-02,32154.1673632745,29353.6406079891,33064.6735343199,29012.9278866631
BTC,2021-01-03,33002.5364270397,32074.1066108681,34452.0803367239,31885.5816186745
BTC,2021-01-04,31431.6122797216,32788.5834526939,33358.3993456031,28154.1102978607
BTC,2021-01-05,34433.6065138377,31991.9268648971,34435.4174754116,29948.6536284251
BTC,2021-01-06,36275.7563476709,34001.3447644318,36461.6917738274,33351.0281200728
BTC,2021-01-07,39713.5078567171,36806.4197553652,40324.0140328883,36356.4307560234
BTC,2021-01-08,40519.4485975339,39420.800696056,41962.3621250156,36741.3301768178
BTC,2021-01-09,40258.923988658,40558.1021230592,41375.4306807605,38766.2761605625
